Prot_A,Prot_B,Interaction_score,Disease
OLIG2,MAG,0.708,Alzheimer's Disease
OLIG2,PLP1,0.733,Alzheimer's Disease
OLIG2,CNP,0.835,Alzheimer's Disease
OLIG2,MBP,0.843,Alzheimer's Disease
OLIG2,SOX10,0.892,Alzheimer's Disease
SMPD1,SGMS2,0.972,Alzheimer's Disease
CTSA,PSAP,0.523,Alzheimer's Disease
CTSA,NEU1,0.999,Alzheimer's Disease
MOG,SOX10,0.526,Alzheimer's Disease
MOG,CNP,0.835,Alzheimer's Disease
MOG,PLP1,0.903,Alzheimer's Disease
MOG,MAG,0.935,Alzheimer's Disease
ASAH1,SGMS2,0.955,Alzheimer's Disease
MAG,SOX10,0.905,Alzheimer's Disease
CNP,SOX10,0.653,Alzheimer's Disease
SOX10,CXCR4,0.409,Alzheimer's Disease
SOX10,PLP1,0.883,Alzheimer's Disease
SOX10,MBP,0.933,Alzheimer's Disease
CPX-467,AGRP,0.436,Alzheimer's Disease
CPX-467,NEUROD1,0.531,Alzheimer's Disease
PGRMC1,GLP1R,0.421,Alzheimer's Disease
GNB3,GPBAR1,0.529,Alzheimer's Disease
GNB4,GPBAR1,0.763,Alzheimer's Disease
APOB,GHSR,0.403,Alzheimer's Disease
IAPP,NEUROG3,0.46,Alzheimer's Disease
IAPP,CPX-195,0.498,Alzheimer's Disease
IAPP,SLC5A2,0.507,Alzheimer's Disease
IAPP,NEUROD1,0.515,Alzheimer's Disease
IAPP,FFAR1,0.54,Alzheimer's Disease
IAPP,SLC2A2,0.589,Alzheimer's Disease
IAPP,MGAM,0.609,Alzheimer's Disease
IAPP,GCGR,0.621,Alzheimer's Disease
GHSR,IGF1,0.757,Alzheimer's Disease
NEUROG3,FOXO1,0.488,Alzheimer's Disease
NEUROG3,PCSK1,0.503,Alzheimer's Disease
NEUROG3,CPX-5768,0.519,Alzheimer's Disease
NEUROG3,SLC5A1,0.519,Alzheimer's Disease
NEUROG3,CPX-195,0.591,Alzheimer's Disease
NEUROG3,GLP1R,0.683,Alzheimer's Disease
NEUROG3,SLC2A2,0.854,Alzheimer's Disease
NEUROG3,CPX-943,0.86,Alzheimer's Disease
FFAR1,GIPR,0.457,Alzheimer's Disease
FFAR1,SLC5A1,0.491,Alzheimer's Disease
GNB5,GPBAR1,0.512,Alzheimer's Disease
SLC5A1,NR1H4,0.41,Alzheimer's Disease
SLC5A1,ACE,0.421,Alzheimer's Disease
SLC5A1,REN,0.461,Alzheimer's Disease
SLC5A1,SLC5A2,0.483,Alzheimer's Disease
SLC5A1,MGAM,0.661,Alzheimer's Disease
SLC5A1,SLC2A4,0.663,Alzheimer's Disease
SLC5A1,GLP1R,0.751,Alzheimer's Disease
SLC5A1,CPX-5768,0.762,Alzheimer's Disease
SLC5A1,SLC2A2,0.899,Alzheimer's Disease
CYSLTR2,GPBAR1,0.475,Alzheimer's Disease
AGRP,IGF1,0.419,Alzheimer's Disease
AGRP,INSR,0.424,Alzheimer's Disease
CPX-1001,NOX1,0.537,Alzheimer's Disease
NEUROD1,GLP1R,0.412,Alzheimer's Disease
NEUROD1,POMC,0.415,Alzheimer's Disease
NEUROD1,FOXO1,0.446,Alzheimer's Disease
NEUROD1,TCF7L2,0.451,Alzheimer's Disease
NEUROD1,PCSK1,0.587,Alzheimer's Disease
NEUROD1,CPX-195,0.704,Alzheimer's Disease
NEUROD1,SLC2A2,0.866,Alzheimer's Disease
NEUROD1,CPX-943,0.878,Alzheimer's Disease
ADORA2B,GPBAR1,0.41,Alzheimer's Disease
GNB2,GPBAR1,0.612,Alzheimer's Disease
PCSK1,SLC2A2,0.532,Alzheimer's Disease
PCSK1,CPX-195,0.592,Alzheimer's Disease
SLC2A2,GIPR,0.466,Alzheimer's Disease
SLC2A2,GCGR,0.499,Alzheimer's Disease
SLC5A2,NR3C2,0.715,Alzheimer's Disease
GNAL,GPBAR1,0.789,Alzheimer's Disease
SSTR2,GIPR,0.448,Alzheimer's Disease
NR3C2,GLP1R,0.436,Alzheimer's Disease
CPX-5768,RAPGEF4,0.418,Alzheimer's Disease
CPX-5768,GCGR,0.624,Alzheimer's Disease
CPX-5768,NOX1,0.876,Alzheimer's Disease
GNAS,GPBAR1,0.938,Alzheimer's Disease
NOX1,GLP1R,0.525,Alzheimer's Disease
TREM2,GLP1R,0.424,Alzheimer's Disease
GLP1R,CASR,0.584,Alzheimer's Disease
CPX-8432,GPBAR1,0.762,Alzheimer's Disease
RAPGEF4,CPX-195,0.99,Alzheimer's Disease
GCGR,PTH,0.569,Alzheimer's Disease
RAPGEF3,GPBAR1,0.401,Alzheimer's Disease
RAPGEF3,CPX-195,0.834,Alzheimer's Disease
CASR,GPBAR1,0.403,Alzheimer's Disease
PTH,TCF7L2,0.42,Alzheimer's Disease
IAPP,AVP,0.506,Alzheimer's Disease
SERPINF2,GCGR,0.45,Alzheimer's Disease
AVP,ADCY3,0.57,Alzheimer's Disease
GCGR,ACACA,0.468,Alzheimer's Disease
GCGR,ADCY3,0.515,Alzheimer's Disease
WFS1,GIPR,0.4,Alzheimer's Disease
WFS1,SLC2A2,0.448,Alzheimer's Disease
WFS1,FTO,0.575,Alzheimer's Disease
WFS1,TCF7L2,0.67,Alzheimer's Disease
WFS1,CPX-943,0.694,Alzheimer's Disease
WFS1,CDKAL1,0.737,Alzheimer's Disease
GDF15,GIPR,0.439,Alzheimer's Disease
SSTR1,GIPR,0.419,Alzheimer's Disease
LHCGR,CASR,0.411,Alzheimer's Disease
HTR4,GIPR,0.642,Alzheimer's Disease
APOC2,GIPR,0.408,Alzheimer's Disease
WFS1,SERPINA6,0.418,Alzheimer's Disease
RHO,SERPINA6,0.463,Alzheimer's Disease
SERPINA6,CPX-6159,0.428,Alzheimer's Disease
CPX-475,CLDN4,0.46,Alzheimer's Disease
SRD5A1,SHBG,0.416,Alzheimer's Disease
SRD5A1,LHCGR,0.569,Alzheimer's Disease
CDKAL1,SHBG,0.43,Alzheimer's Disease
KLK4,AR,0.447,Alzheimer's Disease
LDLRAP1,SHBG,0.44,Alzheimer's Disease
LDLRAP1,CPX-5774,0.727,Alzheimer's Disease
SHBG,FTO,0.495,Alzheimer's Disease
SHBG,PROS1,0.508,Alzheimer's Disease
SHBG,CLDN4,0.553,Alzheimer's Disease
SHBG,CPX-1770,0.556,Alzheimer's Disease
SHBG,CPX-4101,0.742,Alzheimer's Disease
TMEM97,CPX-480,0.446,Alzheimer's Disease
TMEM97,PGR,0.485,Alzheimer's Disease
TMEM97,EGFR,0.555,Alzheimer's Disease
TMEM97,CPX-1123,0.622,Alzheimer's Disease
CPX-2015,ESRRA,0.418,Alzheimer's Disease
CPX-7765,ALK,0.424,Alzheimer's Disease
CPX-7765,MAPK8,0.449,Alzheimer's Disease
CPX-7765,PGR,0.471,Alzheimer's Disease
CPX-7765,PRKDC,0.528,Alzheimer's Disease
STAR,WT1,0.464,Alzheimer's Disease
APPL1,PIK3CB,0.551,Alzheimer's Disease
APPL1,FSHR,0.799,Alzheimer's Disease
LHCGR,BMP2,0.459,Alzheimer's Disease
ALDH1A1,VIM,0.468,Alzheimer's Disease
ANKRD11,PGR,0.452,Alzheimer's Disease
ANKRD11,NR3C2,0.499,Alzheimer's Disease
CPX-17,HSPA1A,0.469,Alzheimer's Disease
PRKDC,SGK1,0.431,Alzheimer's Disease
PGR,SAG,0.403,Alzheimer's Disease
PGR,CPX-7764,0.448,Alzheimer's Disease
PGR,PTHLH,0.466,Alzheimer's Disease
PGR,MME,0.609,Alzheimer's Disease
CPX-3288,SAG,0.459,Alzheimer's Disease
CPX-7764,ALK,0.405,Alzheimer's Disease
NR3C2,CYP17A1,0.464,Alzheimer's Disease
NR3C2,VIM,0.476,Alzheimer's Disease
NR3C2,MME,0.763,Alzheimer's Disease
CPX-6016,SAG,0.426,Alzheimer's Disease
DCTN1,ALK,0.807,Alzheimer's Disease
KISS1,FGFR1,0.577,Alzheimer's Disease
CYP17A1,TSPO,0.511,Alzheimer's Disease
CPX-3285,SAG,0.463,Alzheimer's Disease
CPX-3153,SAG,0.488,Alzheimer's Disease
HSPA1A,CPX-5661,0.498,Alzheimer's Disease
PIK3CD,BRAF,0.433,Alzheimer's Disease
BMP2,FGFR2,0.413,Alzheimer's Disease
WT1,VIM,0.401,Alzheimer's Disease
WT1,MME,0.582,Alzheimer's Disease
AKT2,SAG,0.487,Alzheimer's Disease
MME,CDKN2A,0.454,Alzheimer's Disease
CPX-888,CPX-56,0.451,Alzheimer's Disease
CPX-467,NDRG1,0.483,Alzheimer's Disease
AURKA,MYSM1,0.404,Alzheimer's Disease
AURKA,CPX-117,0.414,Alzheimer's Disease
AURKA,PAK5,0.439,Alzheimer's Disease
EEF1A2,UBE3A,0.4,Alzheimer's Disease
EEF1A2,TSPY1,0.437,Alzheimer's Disease
EEF1A2,ZBTB16,0.445,Alzheimer's Disease
EEF1A2,AR,0.507,Alzheimer's Disease
EEF1A2,CPX-2556,0.571,Alzheimer's Disease
EEF1A2,RAN,0.942,Alzheimer's Disease
STUB1,RNF6,0.433,Alzheimer's Disease
STUB1,CPX-2250,0.501,Alzheimer's Disease
RPS6KB1,NDRG1,0.437,Alzheimer's Disease
RPS6KB1,MSTN,0.586,Alzheimer's Disease
CPX-5828,SARM1,0.468,Alzheimer's Disease
CPX-56,ATXN1,0.402,Alzheimer's Disease
CDKN1B,KIT,0.452,Alzheimer's Disease
CDKN1B,CPX-5850,0.465,Alzheimer's Disease
CDKN1B,SVIL,0.495,Alzheimer's Disease
CDKN1B,CPX-2250,0.498,Alzheimer's Disease
CDKN1B,CPX-2399,0.952,Alzheimer's Disease
AICDA,DNMT1,0.455,Alzheimer's Disease
AICDA,AR,0.495,Alzheimer's Disease
AICDA,CPX-846,0.505,Alzheimer's Disease
AICDA,CPX-3285,0.57,Alzheimer's Disease
AICDA,CPX-3288,0.572,Alzheimer's Disease
AICDA,PRKACA,0.587,Alzheimer's Disease
AICDA,ATM,0.637,Alzheimer's Disease
AICDA,PRKDC,0.701,Alzheimer's Disease
CPX-2396,SRY,0.541,Alzheimer's Disease
AHR,CPX-2399,0.413,Alzheimer's Disease
AHR,CPX-2483,0.552,Alzheimer's Disease
AHR,TSPO,0.669,Alzheimer's Disease
CPX-2556,CPX-974,0.716,Alzheimer's Disease
ATXN1,HSPA1A,0.459,Alzheimer's Disease
ATXN1,PQBP1,0.946,Alzheimer's Disease
SOX9,CPX-7765,0.489,Alzheimer's Disease
SOX9,ETV1,0.589,Alzheimer's Disease
SOX9,ZBTB7A,0.669,Alzheimer's Disease
FUS,ETV1,0.752,Alzheimer's Disease
KRAS,BRD3,0.54,Alzheimer's Disease
KRAS,BRD2,0.549,Alzheimer's Disease
CPX-2250,SIAH1,0.458,Alzheimer's Disease
CPX-2250,CPX-1983,0.832,Alzheimer's Disease
CPX-6093,RNF6,0.405,Alzheimer's Disease
MSTN,IGF2,0.542,Alzheimer's Disease
CDH1,NDRG1,0.712,Alzheimer's Disease
CPX-846,CPX-974,0.655,Alzheimer's Disease
CREBBP,CPX-974,0.944,Alzheimer's Disease
CPX-974,BRD3,0.452,Alzheimer's Disease
CPX-974,CPX-5850,0.474,Alzheimer's Disease
CPX-974,CHD8,0.489,Alzheimer's Disease
CPX-974,BRD4,0.509,Alzheimer's Disease
CPX-974,CPX-6093,0.514,Alzheimer's Disease
CPX-974,BRD2,0.515,Alzheimer's Disease
CPX-974,TCF20,0.554,Alzheimer's Disease
CPX-974,AR,0.605,Alzheimer's Disease
CPX-974,NCOR1,0.61,Alzheimer's Disease
CPX-974,EP300,0.911,Alzheimer's Disease
CPX-974,CPX-709,0.984,Alzheimer's Disease
CPX-2015,CPX-5830,0.512,Alzheimer's Disease
MAPK3,CPX-2231,0.41,Alzheimer's Disease
SYP,CPX-497,0.543,Alzheimer's Disease
SYP,SIAH1,0.636,Alzheimer's Disease
EP300,ETV1,0.638,Alzheimer's Disease
BRD4,FKBP5,0.405,Alzheimer's Disease
BRD4,UBE3A,0.407,Alzheimer's Disease
CPX-6234,HSPA1A,0.435,Alzheimer's Disease
CPX-6234,FKBP5,0.581,Alzheimer's Disease
CPX-6234,AR,0.732,Alzheimer's Disease
ERBB3,NDRG1,0.458,Alzheimer's Disease
ERBB3,TCF7L2,0.472,Alzheimer's Disease
CPX-155,PAX6,0.548,Alzheimer's Disease
CPX-6093,NDRG1,0.859,Alzheimer's Disease
SRD5A1,CPX-1164,0.42,Alzheimer's Disease
SRD5A1,STAR,0.745,Alzheimer's Disease
CPX-7765,PQBP1,0.414,Alzheimer's Disease
STAR,SRY,0.444,Alzheimer's Disease
CPX-2231,NDRG1,0.937,Alzheimer's Disease
KIT,ETV1,0.773,Alzheimer's Disease
CTBP1,HSPA1A,0.514,Alzheimer's Disease
CTBP1,CTH,0.532,Alzheimer's Disease
LHCGR,BMPR1B,0.431,Alzheimer's Disease
ANXA5,NDRG1,0.411,Alzheimer's Disease
CPX-2399,UBE3A,0.479,Alzheimer's Disease
FASN,NDRG1,0.41,Alzheimer's Disease
FASN,ZBTB7A,0.42,Alzheimer's Disease
FASN,CPX-117,0.5,Alzheimer's Disease
P2RY1,AR,0.543,Alzheimer's Disease
BRD3,MMP9,0.416,Alzheimer's Disease
BRD3,CPX-1,0.428,Alzheimer's Disease
BRD3,BRAF,0.531,Alzheimer's Disease
CPX-2491,NDRG1,0.486,Alzheimer's Disease
LEP,CAMKK2,0.565,Alzheimer's Disease
CAMKK2,CPX-117,0.412,Alzheimer's Disease
CAMKK2,SREBF1,0.418,Alzheimer's Disease
CAMKK2,AR,0.503,Alzheimer's Disease
PRKDC,ZBTB7A,0.558,Alzheimer's Disease
ZBTB7A,CPX-256,0.412,Alzheimer's Disease
ZBTB7A,CHD8,0.568,Alzheimer's Disease
HSPA5,NDRG1,0.407,Alzheimer's Disease
GSK3B,NDRG1,0.459,Alzheimer's Disease
FLNC,DCTN1,0.489,Alzheimer's Disease
FLNC,GSN,0.749,Alzheimer's Disease
CPX-3288,NDRG1,0.729,Alzheimer's Disease
CPX-497,CHD8,0.575,Alzheimer's Disease
ZBTB16,BMPR1B,0.419,Alzheimer's Disease
ZBTB16,SRY,0.541,Alzheimer's Disease
ZBTB16,FSHR,0.611,Alzheimer's Disease
FOXG1,CHD8,0.403,Alzheimer's Disease
FOXG1,CDKL5,0.866,Alzheimer's Disease
CAV1,PKN1,0.459,Alzheimer's Disease
CPX-709,PAX6,0.457,Alzheimer's Disease
CPX-1,SARM1,0.524,Alzheimer's Disease
PKN1,PRKCB,0.424,Alzheimer's Disease
PKN1,AR,0.873,Alzheimer's Disease
GATA2,PAX6,0.44,Alzheimer's Disease
HTT,PQBP1,0.699,Alzheimer's Disease
SREBF1,RAN,0.499,Alzheimer's Disease
SVIL,CPX-5824,0.412,Alzheimer's Disease
SVIL,GSN,0.421,Alzheimer's Disease
SVIL,KDM1A,0.524,Alzheimer's Disease
SVIL,CPX-117,0.578,Alzheimer's Disease
SVIL,AR,0.691,Alzheimer's Disease
SVIL,CPX-1164,0.72,Alzheimer's Disease
SIAH1,TNK2,0.474,Alzheimer's Disease
DNMT1,CDKL5,0.738,Alzheimer's Disease
PARP1,ETV1,0.523,Alzheimer's Disease
CPX-117,CPX-5661,0.454,Alzheimer's Disease
CPX-117,PGK1,0.527,Alzheimer's Disease
CPX-3285,NDRG1,0.461,Alzheimer's Disease
CPX-3153,NDRG1,0.404,Alzheimer's Disease
CPX-3153,ETV1,0.46,Alzheimer's Disease
PGK1,SRY,0.48,Alzheimer's Disease
PGK1,RAN,0.482,Alzheimer's Disease
PGK1,FLNB,0.485,Alzheimer's Disease
GSN,AR,0.635,Alzheimer's Disease
GSN,FLNB,0.745,Alzheimer's Disease
AR,CDKL5,0.436,Alzheimer's Disease
AR,TSPY1,0.475,Alzheimer's Disease
AR,MYSM1,0.48,Alzheimer's Disease
AR,CPX-5021,0.489,Alzheimer's Disease
AR,PAK5,0.582,Alzheimer's Disease
AR,NDRG1,0.659,Alzheimer's Disease
AR,RNF6,0.664,Alzheimer's Disease
AR,SARM1,0.682,Alzheimer's Disease
AR,ETV1,0.884,Alzheimer's Disease
HSPA1A,CDK1,0.515,Alzheimer's Disease
PAK5,WT1,0.413,Alzheimer's Disease
WT1,PAX6,0.762,Alzheimer's Disease
FOXO1,ATXN3,0.547,Alzheimer's Disease
CDKL5,CPX-1164,0.404,Alzheimer's Disease
CDKL5,CHD8,0.433,Alzheimer's Disease
CDKL5,UBE3A,0.726,Alzheimer's Disease
RNF6,TCF7L2,0.413,Alzheimer's Disease
RNF6,CPX-715,0.45,Alzheimer's Disease
SRY,MAP3K1,0.409,Alzheimer's Disease
SRY,FSHR,0.551,Alzheimer's Disease
SRY,TSPY1,0.864,Alzheimer's Disease
SUMO1,PRKCB,0.461,Alzheimer's Disease
SUMO1,PAX6,0.492,Alzheimer's Disease
SUMO1,RAN,0.758,Alzheimer's Disease
CDK1,UBE3A,0.593,Alzheimer's Disease
BRD2,CPX-943,0.439,Alzheimer's Disease
ATN1,PQBP1,0.493,Alzheimer's Disease
KDM1A,PRKCB,0.626,Alzheimer's Disease
FSHR,BMPR1B,0.63,Alzheimer's Disease
IGF2,CHD8,0.467,Alzheimer's Disease
NDRG1,FKBP5,0.408,Alzheimer's Disease
NDRG1,CPX-5824,0.463,Alzheimer's Disease
NDRG1,AKT1,0.492,Alzheimer's Disease
NDRG1,CPX-7381,0.641,Alzheimer's Disease
NDRG1,CPX-1123,0.73,Alzheimer's Disease
ETV1,BRAF,0.415,Alzheimer's Disease
ETV1,PAX6,0.525,Alzheimer's Disease
CDKN2A,RAN,0.414,Alzheimer's Disease
CPX-5824,RAN,0.511,Alzheimer's Disease
CPX-5824,PQBP1,0.809,Alzheimer's Disease
RAN,CPX-1164,0.469,Alzheimer's Disease
TCF7L2,PAX6,0.424,Alzheimer's Disease
CHD8,UBE3A,0.434,Alzheimer's Disease
PROKR2,STS,0.482,Alzheimer's Disease
PROKR2,SOX3,0.541,Alzheimer's Disease
STS,NLGN4X,0.415,Alzheimer's Disease
STS,CPX-2453,0.425,Alzheimer's Disease
STS,PGK1,0.43,Alzheimer's Disease
STS,SOX3,0.464,Alzheimer's Disease
STS,CLCN4,0.511,Alzheimer's Disease
STS,CPX-512,0.548,Alzheimer's Disease
STS,SRY,0.563,Alzheimer's Disease
STS,VPS13A,0.647,Alzheimer's Disease
STS,XK,0.662,Alzheimer's Disease
GUSB,PGK1,0.656,Alzheimer's Disease
VPS13A,XK,0.954,Alzheimer's Disease
DNAJC5,CLCN4,0.444,Alzheimer's Disease
CLCN4,CPX-512,0.437,Alzheimer's Disease
CPX-6155,SRD5A1,0.418,Alzheimer's Disease
CPX-6155,HSD17B4,0.589,Alzheimer's Disease
CPX-6155,ECHS1,0.996,Alzheimer's Disease
SULT2A1,STAR,0.471,Alzheimer's Disease
HSD17B1,SORD,0.409,Alzheimer's Disease
HSD17B1,NR5A1,0.496,Alzheimer's Disease
HSD17B1,ECHS1,0.645,Alzheimer's Disease
HSD17B1,CPX-6155,0.691,Alzheimer's Disease
SORD,HSD11B1,0.415,Alzheimer's Disease
GNRH1,NR5A1,0.544,Alzheimer's Disease
LHCGR,HSD11B1,0.481,Alzheimer's Disease
LHCGR,CYP11B2,0.54,Alzheimer's Disease
LHCGR,NR5A1,0.682,Alzheimer's Disease
CYP11B2,FSHR,0.438,Alzheimer's Disease
NR5A1,FSHR,0.607,Alzheimer's Disease
RIPK2,ESRRA,0.429,Alzheimer's Disease
CPX-1004,ESRRG,0.448,Alzheimer's Disease
CPT1A,PRKN,0.461,Alzheimer's Disease
PRDM16,CPX-7972,0.468,Alzheimer's Disease
CPX-553,ESRRA,0.411,Alzheimer's Disease
CPX-3762,CPX-7972,0.519,Alzheimer's Disease
SLC2A4,CPX-7972,0.418,Alzheimer's Disease
UCP3,CPX-7972,0.485,Alzheimer's Disease
PRKN,ESRRA,0.433,Alzheimer's Disease
PRKN,CPX-6123,0.513,Alzheimer's Disease
ESRRA,DNM1L,0.42,Alzheimer's Disease
ESRRA,MITF,0.529,Alzheimer's Disease
DNM1L,CPX-6123,0.602,Alzheimer's Disease
BMP4,SOX3,0.442,Alzheimer's Disease
BMP4,SALL1,0.448,Alzheimer's Disease
BMP4,OTX2,0.635,Alzheimer's Disease
BMP4,ESRRB,0.638,Alzheimer's Disease
SALL1,OTX2,0.41,Alzheimer's Disease
SALL1,CPX-2231,0.45,Alzheimer's Disease
SALL1,ESRRB,0.554,Alzheimer's Disease
SALL1,CPX-1123,0.563,Alzheimer's Disease
SALL1,SOX2,0.891,Alzheimer's Disease
ERBB3,CPX-2196,0.446,Alzheimer's Disease
CPX-2231,OTX2,0.48,Alzheimer's Disease
FGF5,OTX2,0.687,Alzheimer's Disease
CPX-2196,ESRRB,0.635,Alzheimer's Disease
SOX2,SOX3,0.664,Alzheimer's Disease
SOX2,GDF3,0.678,Alzheimer's Disease
CPX-6276,OTX2,0.414,Alzheimer's Disease
CPX-6276,GDF3,0.597,Alzheimer's Disease
GDF3,GATA4,0.43,Alzheimer's Disease
GDF3,ESRRB,0.441,Alzheimer's Disease
GDF3,OTX2,0.488,Alzheimer's Disease
GDF3,NR0B1,0.596,Alzheimer's Disease
GDF3,PAX6,0.61,Alzheimer's Disease
ESRRG,MYOCD,0.529,Alzheimer's Disease
SOX3,ESRRB,0.406,Alzheimer's Disease
SOX3,GATA4,0.418,Alzheimer's Disease
SOX3,CPX-1123,0.455,Alzheimer's Disease
SOX3,NR0B1,0.546,Alzheimer's Disease
SOX3,PAX6,0.653,Alzheimer's Disease
SOX3,OTX2,0.796,Alzheimer's Disease
CPX-3323,ESRRB,0.52,Alzheimer's Disease
ESRRB,MYOCD,0.403,Alzheimer's Disease
ESRRB,TET2,0.405,Alzheimer's Disease
ESRRB,PAX6,0.417,Alzheimer's Disease
ESRRB,CTCF,0.525,Alzheimer's Disease
ESRRB,GATA4,0.533,Alzheimer's Disease
ESRRB,OTX2,0.62,Alzheimer's Disease
ESRRB,EOMES,0.746,Alzheimer's Disease
EOMES,OTX2,0.544,Alzheimer's Disease
GATA4,OTX2,0.592,Alzheimer's Disease
CPX-7381,OTX2,0.456,Alzheimer's Disease
CPX-1123,OTX2,0.448,Alzheimer's Disease
IREB2,ESRRG,0.428,Alzheimer's Disease
MEF2C,ZFPM2,0.672,Alzheimer's Disease
POU1F1,ESRRG,0.678,Alzheimer's Disease
ESRRG,PSMB9,0.413,Alzheimer's Disease
ESRRG,PBX1,0.428,Alzheimer's Disease
ESRRG,GRIP1,0.446,Alzheimer's Disease
ESRRG,CPX-2469,0.45,Alzheimer's Disease
ESRRG,ZFPM2,0.463,Alzheimer's Disease
ZFPM2,MYOCD,0.483,Alzheimer's Disease
SLC10A2,S1PR2,0.429,Alzheimer's Disease
NCKIPSD,GPBAR1,0.836,Alzheimer's Disease
NCKIPSD,CPX-2579,0.91,Alzheimer's Disease
CNR2,GPBAR1,0.42,Alzheimer's Disease
WAS,GPBAR1,0.545,Alzheimer's Disease
WAS,CPX-2579,0.995,Alzheimer's Disease
CPX-2490,GPBAR1,0.898,Alzheimer's Disease
CPX-2579,GPBAR1,0.683,Alzheimer's Disease
GPBAR1,S1PR2,0.756,Alzheimer's Disease
NR1H4,S1PR2,0.581,Alzheimer's Disease
EGF,P4HB,0.938,Alzheimer's Disease
GNRH1,PDYN,0.718,Alzheimer's Disease
P4HB,GPER1,0.514,Alzheimer's Disease
CPX-6155,ACAT1,0.567,Alzheimer's Disease
NUBPL,NDUFAF6,0.756,Alzheimer's Disease
HSD3B7,HSD17B4,0.556,Alzheimer's Disease
CPX-6155,CPX-577,0.404,Alzheimer's Disease
CPX-6155,CPX-6151,0.408,Alzheimer's Disease
CPX-6155,ALDH18A1,0.409,Alzheimer's Disease
CPX-6155,CPX-561,0.41,Alzheimer's Disease
CPX-6155,SCP2,0.418,Alzheimer's Disease
CPX-6155,ENO3,0.426,Alzheimer's Disease
CPX-6155,CPX-6243,0.43,Alzheimer's Disease
CPX-6155,CA3,0.431,Alzheimer's Disease
CPX-6155,BCKDK,0.469,Alzheimer's Disease
CPX-6155,ACAD8,0.476,Alzheimer's Disease
CPX-6155,AK2,0.482,Alzheimer's Disease
CPX-6155,ALDH6A1,0.484,Alzheimer's Disease
CPX-6155,TRAP1,0.509,Alzheimer's Disease
CPX-6155,WWOX,0.519,Alzheimer's Disease
CPX-6155,AIFM1,0.522,Alzheimer's Disease
CPX-6155,CPX-376,0.523,Alzheimer's Disease
CPX-6155,HIBCH,0.531,Alzheimer's Disease
CPX-6155,CPX-6271,0.535,Alzheimer's Disease
CPX-6155,CPX-560,0.54,Alzheimer's Disease
CPX-6155,CPX-890,0.543,Alzheimer's Disease
CPX-6155,MDH2,0.595,Alzheimer's Disease
CPX-6155,CPX-2216,0.607,Alzheimer's Disease
CPX-6155,CPX-2731,0.643,Alzheimer's Disease
CPX-6155,ERN1,0.728,Alzheimer's Disease
CPX-6155,PRKRA,0.731,Alzheimer's Disease
CPX-6155,EEF2,0.752,Alzheimer's Disease
CPX-6155,HADH,0.858,Alzheimer's Disease
CPX-6155,CPX-1072,0.9,Alzheimer's Disease
CPX-6155,CPX-8623,0.902,Alzheimer's Disease
CPX-6155,CPX-5025,0.902,Alzheimer's Disease
CPX-6155,EHHADH,0.965,Alzheimer's Disease
CPX-6155,CPX-6245,0.971,Alzheimer's Disease
CPX-6155,HUWE1,0.975,Alzheimer's Disease
CPX-560,PRKN,0.448,Alzheimer's Disease
CPX-2216,BCKDK,0.773,Alzheimer's Disease
CPX-2216,CPX-6243,0.843,Alzheimer's Disease
CPX-8623,ERN1,0.759,Alzheimer's Disease
CPX-8623,CPX-890,0.958,Alzheimer's Disease
CPX-8623,PRKRA,0.965,Alzheimer's Disease
EHHADH,ACAD8,0.96,Alzheimer's Disease
TRAP1,CPX-6243,0.403,Alzheimer's Disease
TRAP1,ECHS1,0.408,Alzheimer's Disease
TRAP1,CPX-561,0.78,Alzheimer's Disease
TRAP1,PINK1,0.817,Alzheimer's Disease
CPX-6243,ENO3,0.405,Alzheimer's Disease
CPX-6243,ALDH18A1,0.467,Alzheimer's Disease
CPX-6243,CPX-376,0.569,Alzheimer's Disease
CPX-6243,MDH2,0.705,Alzheimer's Disease
ACAT1,ACAD8,0.525,Alzheimer's Disease
ACAD8,ALDH6A1,0.546,Alzheimer's Disease
ACAD8,SCP2,0.571,Alzheimer's Disease
ACAD8,HSD17B4,0.602,Alzheimer's Disease
ACAD8,CPX-6245,0.704,Alzheimer's Disease
ACAD8,HADH,0.711,Alzheimer's Disease
ACAD8,HIBCH,0.715,Alzheimer's Disease
ACAD8,CPX-2731,0.818,Alzheimer's Disease
ACAD8,ECHS1,0.962,Alzheimer's Disease
CPX-1062,CPX-6271,0.453,Alzheimer's Disease
CA3,ENO3,0.498,Alzheimer's Disease
AIFM1,CPX-577,0.442,Alzheimer's Disease
AIFM1,WWOX,0.45,Alzheimer's Disease
AIFM1,CPX-2731,0.489,Alzheimer's Disease
AIFM1,CPX-6151,0.605,Alzheimer's Disease
AIFM1,CPX-376,0.646,Alzheimer's Disease
AIFM1,AK2,0.664,Alzheimer's Disease
EEF2,CPX-6271,0.43,Alzheimer's Disease
EEF2,DBN1,0.44,Alzheimer's Disease
PRKRA,CPX-890,0.624,Alzheimer's Disease
PRKRA,ERN1,0.722,Alzheimer's Disease
PRKRA,CPX-1072,0.999,Alzheimer's Disease
ENO3,CPX-2731,0.423,Alzheimer's Disease
ENO3,PINK1,0.43,Alzheimer's Disease
MDH2,PRKN,0.477,Alzheimer's Disease
CPX-577,AK2,0.539,Alzheimer's Disease
HUWE1,CPX-376,0.451,Alzheimer's Disease
CPX-2731,BCKDK,0.473,Alzheimer's Disease
